1017933,3821
1019986,290
1009905,1543
990400,252
1056020,42
1013621,387
1003947,524
989989,1066
986027,205
1000436,56
986522,568
995513,340
1041071,486
987774,22
998862,532
1013577,102
959216,81
1010723,99
1051520,144
1044087,52
1008285,428
1011524,81
1044744,59
1056633,60
1014873,73
1014260,354
1010110,32
975272,179
1017276,17
990518,105
959711,30
1003172,241
1007646,298
1008780,103
965642,39
1035915,48
1010679,103
1013126,530
999168,400
1038813,13
987323,172
1017438,76
1051638,98
992002,164
1046959,402
1030802,4
985064,15
1006683,125
1006070,579
1009086,133
1007033,172
1004135,18
1008942,52
995469,53
990194,79
1017320,49
1045996,12
1012938,15
1021811,19
1021929,74
1048399,47
1004586,60
1039290,28
995351,124
1010228,36
1038318,19
1039452,6
1035591,88
1022117,66
1009248,148
1026762,87
1026429,34
947660,21
993092,39
1050837,32
1053122,115
1004748,88
1018077,425
1026311,20
1005431,47
983462,19
1015674,172
952295,79
993254,95
995964,97
960485,57
1006232,90
982823,92
956318,25
990851,37
1021316,104
997610,171
1007808,138
991490,28
1030758,42
1001732,67
1003334,7
1023251,18
1012325,57
927905,4
1049082,7
950242,12
986360,18
985721,236
1058848,30
1000274,23
1057434,46
1028526,248
994550,60
918590,160
1030145,44
980069,99
994712,79
961286,24
1006188,128
1045545,12
1014378,238
991814,39
918301,28
1031559,35
1035140,58
990356,13
1049857,63
1008898,93
1028977,19
988124,169
1044582,34
1005882,39
980113,78
1034006,69
1066425,8
1009743,165
974138,17
967082,9
1000887,79
993416,58
1027068,37
985226,27
1024665,116
1043781,12
989376,156
987161,30
932422,6
1001237,30
1021767,68
1047309,39
996765,37
947778,20
1010561,14
998411,63
1025628,31
1052772,31
1009130,10
1015179,111
1014422,149
992291,51
1029327,42
996927,7
960980,65
996314,50
985839,94
1055337,22
1058730,27
1002489,90
1050062,39
1002038,16
1032198,12
1059649,22
1030596,96
1008447,69
1042647,20
1055832,28
940117,55
1041233,21
1032855,28
1029822,17
954716,11
1002371,75
1034295,69
1011362,29
940568,15
1065011,12
1035258,24
984876,17
1044131,8
1005549,47
1019535,16
1042980,21
1037850,44
1011975,214
989538,57
1058235,6
983011,18
1016024,6
1015836,30
1033700,37
930325,15
1034790,22
1001688,50
994055,14
1030307,42
1009699,48
915854,20
1025510,26
952952,2
1043286,17
1050675,12
986973,12
1037355,7
929958,13
989871,65
1023369,26
1023864,9
941413,12
1053573,10
991319,4
945068,9
1032404,68
936734,37
1039614,44
1033818,37
1033656,27
1039119,50
1027725,20
1025466,88
1044249,6
937986,55
1036554,37
1027563,18
997566,20
960034,39
1010066,11
1049695,22
1012776,11
1048281,29
1031397,4
1033205,46
1048443,22
1045383,9
1025961,39
960647,9
1016637,44
951656,6
1033494,4
1032693,17
1060629,4
1045707,15
1029660,60
1061312,21
1036392,19
1046797,7
956769,12
958415,1
962582,12
1059531,9
1060962,1
1047480,22
982328,6
1002984,19
993867,6
1006845,13
1038769,8
1043899,16
1046346,9
974020,20
945112,12
946364,9
1017889,4
953753,10
1015061,38
1044906,1
953096,7
1009581,13
996152,5
979908,2
979089,6
1039001,9
934024,12
961943,4
1000931,13
981527,18
973832,8
956156,4
961899,3
991201,4
1015223,42
1036716,7
1024214,6
957001,3
1031441,5
1031603,3
984263,4
1031892,4
1020191,1
982779,19
1064210,4
999050,1
923431,2
1048894,7
1053078,1
1063860,4
987279,4
1067226,3
1054987,1
952006,3
1018572,3
1049901,8
944311,3
988737,2
917951,4
1037968,9
958910,2
978945,7
961330,2
1062726,4
940450,2
946526,3
1043330,9
1035096,1
1046184,1
957614,4
1034501,3
1032242,1
1040270,1
1056138,2
935771,2
941251,1
1031108,1
1028364,1
964184,1
938336,1
1057885,3
1012163,1
995018,1
984425,1
982210,1
1005270,246
1017772,1112
1022118,106
1004749,1595
1006189,4777
1007034,2258
1012777,795
1001120,485
998412,588
1037356,25
958254,2
993417,468
989421,479
1012939,139
1004631,292
989539,562
1028365,21
997729,173
980565,100
1019536,171
1024710,172
1007485,112
1010111,39
1031109,17
1005388,411
1002985,89
1057930,104
956319,2
1006233,330
1010229,524
1017277,162
1007980,94
991202,185
1031442,15
1018078,119
986523,80
1000888,130
1030759,64
952296,467
1026925,27
1059370,214
1002039,113
998863,71
1044132,25
1015675,83
997611,195
1008781,192
1012164,134
1013127,68
958416,40
1033657,118
1001076,73
1017439,108
993912,160
996928,218
1029823,19
1009906,434
991040,370
1018735,7
983463,95
985227,61
1011976,38
1033990,31
991491,35
993868,159
944763,32
987324,409
1003830,145
1000770,142
1014423,281
1012821,114
951657,2
1026268,803
915242,27
1010067,20
1006684,235
981410,46
996153,291
1036393,103
999826,110
1031280,148
1001238,198
1004587,53
1032900,166
951044,11
999664,187
1016520,85
942828,24
1025467,63
1016476,190
1056472,4
998250,57
1022451,188
1010562,56
1031398,26
986974,105
943629,39
982662,101
1033044,42
1001571,79
1044583,16
1003786,72
1020967,34
995190,152
1044907,5
997567,66
1015062,21
1005432,465
1007809,73
1051639,6
995514,25
994551,306
1000932,115
998368,582
1024215,11
982329,21
995019,501
953916,23
955194,24
951206,20
1000275,138
1050676,14
1058236,31
1009744,254
1046185,4
990690,81
1021155,151
973176,20
992616,208
1001733,96
1014379,125
976731,157
1024828,185
983625,70
982824,77
988125,173
1006071,205
1032694,55
1047030,45
1019374,62
1013460,45
1041685,95
1035097,41
944925,57
915693,9
1056139,15
941252,43
1037518,51
922631,18
1022613,18
1052278,106
986361,82
1017934,41
1035259,45
1002534,14
1009582,68
1048606,15
1021650,100
1020192,75
1022000,20
985722,100
1059488,15
1034007,82
964842,60
990852,35
1007647,42
936735,9
988738,10
1027069,35
1012326,48
1025511,32
1043331,42
1020354,52
1034340,13
1029166,54
1057886,23
943467,46
1039615,3
1013578,122
1049740,40
986028,25
994669,59
985065,44
993255,3
916656,13
1044745,81
1008899,33
1042981,37
1036555,8
1055176,6
1011525,6
1003335,71
1041847,8
1025016,31
990357,68
1013622,21
928707,21
1053736,33
1049696,16
1016971,48
930164,3
1006846,61
1021768,81
1032243,64
990401,3
1042530,19
1050720,41
1050063,8
1004136,28
994100,9
938832,19
1035916,11
1000437,18
1060017,8
1008943,5
1047643,30
1038652,23
949920,33
987162,24
984426,42
1030597,7
1043782,43
1016025,13
930777,47
938175,11
985560,39
983012,7
953259,25
1046680,1
1033819,12
1055671,2
937536,18
1027726,30
1045384,8
1042486,28
1043449,2
967858,10
981979,12
995352,15
1034502,10
1039291,11
996810,19
961944,8
979909,7
1029328,3
992454,60
938788,10
984921,26
1032856,3
930939,33
939589,14
1026312,44
1053079,17
1049245,27
954393,12
928545,8
994218,36
939020,18
996315,17
951990,9
1049407,23
1015224,3
1029210,7
984264,6
1067227,7
1038157,24
999169,39
940000,8
1032405,14
1002372,18
940451,5
945726,18
920039,1
991653,4
974139,4
1038814,12
992292,3
1010724,27
1001689,12
933675,24
987937,24
995965,24
981366,9
1031893,6
916205,10
1028978,6
1053123,2
1053574,2
1023090,18
1025629,6
1026763,6
990519,17
1018573,7
948624,2
1008286,4
1058849,20
936122,5
1055338,3
1008330,14
956652,10
922587,1
1043287,20
963384,8
1044088,5
931578,4
949425,5
1019987,11
1037969,17
991158,10
948011,12
1023414,1
944150,3
1034296,3
964680,2
1052322,6
927131,9
1041234,1
986479,1
1043944,1
943016,3
981861,9
1005883,9
1037400,2
949876,11
1054537,3
973671,1
1061151,1
1008448,3
952502,1
914603,4
963997,5
999051,3
961782,1
917295,3
950900,2
929841,2
1031604,2
947823,5
1054870,1
927906,1
950199,1
1047599,2
1027113,1
917501,1
975886,1
1027564,1
1033701,1
1035303,1
1052323,168
1042036,535
1033045,140
984922,236
1037401,63
975274,25
997568,601
1000320,288
1010725,442
938176,7
1003831,116
1007035,285
1014875,491
966940,4
1008449,219
992455,88
985561,94
1053737,182
1008944,118
950406,32
1010563,493
1003787,119
1044133,65
1026269,91
1000933,472
1004632,106
927745,58
1048940,3
988621,78
1033496,31
1050721,1
1003174,160
999214,407
1006234,376
985679,262
1030309,17
991816,27
951991,140
1011364,132
