-73.871582398,4988
-73.940953807,396
-73.853968398,20
-73.89601131,104
-73.941383698,471
-73.794142978,144
-73.933903594,43
-73.97910649,279
-73.903566006,91
-73.968938778,468
-74.153701852,9
-74.161776361,18
-73.833958474,37
-73.875658954,80
-73.940449735,70
-73.913906144,63
-73.851415559,34
-73.942114659,192
-73.991464028,210
-73.864926925,101
-73.980861054,101
-73.924608275,183
-73.903357963,51
-73.960603171,415
-73.857390841,54
-73.899358586,24
-74.099468208,17
-73.914862728,393
-74.005629172,210
-73.933297309,16
-73.997119337,22
-73.818606893,28
-73.897005213,80
-73.790089011,177
-73.986839293,1159
-73.825541983,49
-73.892496173,18
-73.736639054,41
-73.996772441,399
-73.891828201,18
-73.891998159,62
-73.918620999,33
-74.015496559,13
-73.839877285,41
-73.943257966,371
-73.915187781,148
-73.902218102,134
-73.942892304,42
-73.920766283,15
-73.928662709,20
-73.988967006,44
-73.816814146,35
-73.750731327,127
-73.989921825,449
-73.782355252,53
-73.923444502,329
-73.912846962,304
-74.108302129,25
-73.929495731,76
-73.976761906,186
-73.968415651,526
-73.862505072,21
-73.957104953,69
-74.014301162,85
-73.941643752,148
-73.75640159,34
-73.948370411,285
-73.926329648,186
-73.914152942,70
-73.95297508,71
-73.861407478,111
-73.987023567,59
-73.97546112,123
-73.909699122,174
-73.786333979,12
-74.009766802,118
-73.812212953,33
-73.828847211,107
-73.875182772,68
-73.890177692,43
-73.906322009,90
-73.932870163,200
-73.953719409,106
-73.95381207,110
-73.928518321,130
-73.896083696,61
-73.974571534,201
-73.945274343,104
-73.953355548,45
-73.834326014,18
-73.948317474,151
-73.92383806,385
-73.748938033,4
-73.914878541,36
-73.877097135,39
-73.748567044,112
-73.892351894,13
-74.003267194,24
-73.821149455,20
-73.762399456,17
-73.957983688,19
-73.878572763,18
-73.86875672,133
-73.987757185,20
-73.953342128,113
-74.105822369,6
-73.915665519,42
-73.897741784,191
-73.850546771,13
-73.798292758,23
-74.079941206,74
-74.155727227,34
-73.789570762,152
-73.937812672,28
-73.984434654,40
-73.939469948,118
-73.96272496,102
-73.985677096,162
-73.986683403,24
-73.811050305,19
-73.954805615,43
-74.00928133,15
-73.858447081,62
-73.815353464,10
-73.943467684,20
-73.957915917,56
-74.134119759,16
-73.938324697,53
-73.95103232,67
-73.948553517,81
-73.954108141,20
-74.142127333,63
-73.999662567,13
-73.952959161,233
-73.857986868,43
-73.820223318,9
-74.006534095,87
-73.938237874,68
-73.913311577,55
-73.928599836,35
-73.921892886,105
-73.745207699,42
-73.932439153,133
-73.941289909,222
-74.006036133,3
-73.801102117,13
-73.992086108,128
-73.869379964,69
-73.924715195,30
-73.897736889,125
-74.087374654,12
-73.993482198,41
-73.740081193,5
-73.860369111,4
-73.915612571,60
-73.775712929,4
-74.021955336,17
-73.995021791,35
-73.902989026,16
-73.854799467,6
-73.897834448,42
-73.907139606,73
-73.963860287,34
-73.944921958,151
-73.882854288,51
-73.965262432,16
-73.915328298,63
-73.921263686,24
-73.902924162,159
-73.920984344,22
-73.928199227,11
-73.851086384,10
-74.163629836,7
-73.922266394,110
-73.779098432,37
-73.954346255,63
-73.910614325,94
-73.930109647,23
-73.947677719,35
-74.009668586,35
-73.990222238,84
-73.90175485,40
-73.840919637,30
-73.919535047,32
-73.916046317,46
-73.952525252,32
-73.952558436,71
-73.935702072,44
-73.831051814,65
-73.906044468,28
-74.167581921,4
-73.941758908,28
-73.940866327,37
-73.822437283,98
-73.815337264,60
-73.982716116,3
-73.875594351,34
-73.9044884,45
-73.926915863,152
-73.849476542,3
-73.960692092,25
-73.923083927,23
-73.899577989,39
-73.771572202,22
-73.907729061,33
-73.842575439,29
-73.953027281,106
-73.796789416,35
-73.946147394,22
-73.765578676,6
-74.144199224,45
-73.796965177,27
-73.942221623,61
-73.814434315,21
-73.789680968,51
-73.896371489,11
-73.985137158,62
-73.874363448,27
-73.9393526,48
-73.966785594,78
-73.90862707,81
-73.938333651,9
-73.951651343,63
-73.912224106,23
-74.000069876,45
-74.034113284,51
-73.744043151,16
-73.880492934,16
-73.851382853,15
-73.965750917,11
-73.786078919,20
-73.904706852,137
-73.851867783,40
-73.941017838,11
-73.821872768,17
-73.940397661,49
-73.895182606,60
-74.130961013,14
-73.913072393,47
-74.117426313,3
-73.925127139,55
-73.847591829,36
-73.790757316,24
-73.823729527,3
-73.780463777,5
-73.935018793,19
-73.847729448,13
-73.75031713,12
-73.729852194,30
-73.75936854,57
-74.061464135,5
-73.898435293,23
-73.771245557,6
-73.854795001,40
-73.776650594,5
-73.962963545,53
-74.159059366,19
-73.999698757,83
-73.897749902,1
-73.957680693,41
-73.979511153,37
-74.13115412,12
-74.169459998,24
-74.069718807,31
-74.001849635,67
-73.98112433,43
-73.789846414,31
-73.991573225,3
-73.837033111,11
-73.918889226,40
-73.868483563,58
-74.006525347,39
-74.064349086,5
-73.998605129,44
-73.880498118,38
-73.733227841,14
-73.963444748,18
-73.989083501,23
-73.820805411,30
-73.873267356,40
-73.952905151,29
-73.813660649,13
-74.214504451,29
-73.992623057,18
-74.131723665,9
-73.926391289,45
-74.003448067,39
-73.936269622,75
-73.954631375,29
-73.782050755,56
-74.245312607,6
-73.863525646,29
-73.82636341,22
-73.99822092,28
-74.021521878,17
-73.986293046,32
-73.8245657,57
-73.953908139,30
-73.745011786,18
-73.903264515,58
-74.106921511,9
-74.001325735,33
-73.952823792,91
-73.781614787,39
-73.846947032,6
-73.794162129,3
-73.758271524,7
-73.820043831,30
-73.856218676,13
-73.852343167,2
-73.814262514,6
-73.828585537,5
-73.846874907,17
-73.903232673,14
-73.993262723,43
-73.817077928,25
-73.781937879,22
-73.889118914,10
-73.756193217,46
-73.83292108,33
-73.945374748,22
-73.986063726,37
-73.926503789,30
-73.948497321,14
-73.888323809,18
-73.949777581,5
-73.808342512,12
-73.993345424,7
-73.874051381,1
-73.861910659,7
-73.813263497,35
-73.831074873,34
-73.905475713,15
-73.750826106,3
-73.849136521,16
-74.130930062,13
-73.764512886,20
-74.217879534,10
-73.889582289,1
-73.792689631,6
-74.157983717,1
-73.914708657,105
-74.141853455,3
-73.825981345,8
-73.823003766,26
-74.009910388,90
-73.911792543,49
-74.131569739,29
-73.901374209,2
-73.792453975,8
-73.833933633,3
-73.78599294,47
-74.086335036,38
-73.922965037,7
-73.901985427,51
-73.784636957,3
-73.744621014,5
-73.814944517,61
-74.19616511,10
-73.925605543,3
-74.175324725,14
-73.997104586,9
-73.816810087,19
-73.819384826,7
-73.95851548,8
-73.84476473,10
-73.96961338,2
-73.858094731,2
-73.734922204,16
-73.952369382,8
-74.071771652,11
-73.909035236,27
-73.742274689,1
-73.946469595,15
-74.090134854,24
-73.771979337,18
-73.875498079,10
-73.885610096,2
-73.943861055,11
-73.890582863,25
-74.179288498,18
-73.949940246,24
-74.242723455,10
-74.215816553,2
-73.778972243,3
-73.884622634,28
-73.748428444,5
-73.84078916,12
-73.817626342,2
-74.120098125,3
-73.82764862,7
-73.80601099,9
-73.76724605,9
-74.016117927,12
-74.005692974,6
-73.747018288,7
-73.961325818,50
-73.73826867,10
-73.919633219,3
-74.208305156,9
-73.829789053,78
-73.741687424,1
-73.875507663,5
-74.010683028,7
-73.816696355,4
-73.84716999,4
-73.82213575,15
-73.838833536,73
-73.91337187,10
-73.943668203,13
-73.733667654,8
-74.147913278,3
-73.839175509,5
-73.901076453,30
-74.118359696,31
-73.876160144,10
-73.851901649,10
-74.135696136,4
-73.738806494,7
-73.902107079,23
-74.114693594,2
-74.117080885,16
-73.833792577,22
-73.945896091,17
-73.758153255,3
-73.897662647,7
-73.89512031,12
-74.18434022,2
-73.776125858,1
-73.919999016,17
-73.777265384,16
-73.806679164,8
-73.818623489,13
-73.930003112,8
-73.915390802,4
-73.845040976,8
-73.812958929,1
-73.948846431,9
-73.743568358,4
-73.831422597,3
-73.975903945,3
-73.934982578,3
-73.777204246,9
-74.152108645,12
-73.828580136,41
-73.758364521,1
-73.897088681,16
-73.872917449,4
-74.131652709,4
-73.810445704,3
-73.985018493,9
-73.863866602,1
-73.909558083,4
-74.166235227,2
-73.881143125,1
-73.920946427,13
-74.132859187,33
-73.918348073,2
-74.017032984,1
-73.723324398,1
-73.897482665,7
-73.91560143,2
-73.758997736,3
-73.74889038,5
-73.841594781,3
-73.757481702,3
-73.901610396,11
