174, 2007, 22
569, 2013, 556
417, 2015, 519
478, 2016, 1366
431, 2011, 7
584, 2008, 1
234, 2006, 47
841, 2012, 2
503, 2009, 1176
329, 2007, 26
335, 2006, 149
493, 2011, 116
918, 2009, 49
117, 2008, 1128
365, 2015, 27
724, 2016, 37
111, 2010, 45
625, 2012, 69
696, 2010, 7
107, 2009, 4
277, 2011, 88
181, 2007, 116
351, 2012, 15
826, 2007, 14
500, 2012, 543
570, 2015, 35
254, 2012, 14697
414, 2014, 237
739, 2006, 2733
507, 2013, 69
749, 2013, 2060
890, 2006, 8
880, 2007, 2
195, 2014, 5
530, 2011, 2
808, 2007, 20
273, 2015, 252
640, 2013, 272
647, 2012, 16
770, 2009, 7
812, 2016, 33
112, 2011, 40
775, 2006, 3
434, 2008, 1
827, 2016, 3
157, 2012, 702
203, 2016, 569
268, 2015, 731
490, 2010, 1581
366, 2014, 160
638, 2014, 28827
180, 2008, 28
698, 2016, 13
403, 2010, 1129
477, 2009, 23
567, 2011, 13169
381, 2013, 1
524, 2006, 28
586, 2014, 6
384, 2010, 537
155, 2010, 108
762, 2006, 6
742, 2016, 6
782, 2012, 4748
170, 2011, 187
175, 2008, 1649
466, 2015, 138
421, 2014, 4598
258, 2008, 6596
772, 2011, 27
430, 2012, 24
418, 2010, 1
347, 2007, 36
784, 2006, 1
748, 2014, 1215
443, 2006, 39
498, 2010, 17
244, 2013, 134
213, 2009, 1982
672, 2012, 8
175, 2016, 2072
109, 2007, 8940
566, 2012, 399
505, 2007, 123
520, 2010, 26
521, 2009, 431
808, 2015, 31
214, 2016, 316
587, 2013, 1
475, 2011, 118
258, 2016, 6675
289, 2014, 1
610, 2008, 12
687, 2008, 5
339, 2010, 4714
643, 2016, 17
809, 2008, 200
432, 2010, 20
392, 2013, 162
389, 2013, 620
764, 2012, 38
420, 2013, 523
350, 2011, 20
844, 2015, 24
890, 2014, 2
479, 2007, 15
641, 2014, 2
379, 2006, 63
638, 2006, 19289
491, 2009, 10
205, 2010, 4552
766, 2010, 5
565, 2009, 10
435, 2015, 60
691, 2007, 5
725, 2015, 273
211, 2011, 913
899, 2013, 5
343, 2011, 2214
605, 2014, 4
363, 2009, 24
585, 2015, 2
281, 2014, 1
375, 2010, 92
697, 2009, 1
234, 2014, 69
423, 2008, 6
862, 2015, 10
761, 2007, 69
386, 2012, 3074
553, 2012, 4
383, 2015, 1
429, 2006, 8
399, 2016, 369
209, 2006, 113
847, 2014, 311
422, 2007, 2
176, 2013, 71
321, 2015, 10869
508, 2012, 151
788, 2010, 34
746, 2012, 6
407, 2006, 557
174, 2015, 11
164, 2006, 15
649, 2014, 315
110, 2009, 78
338, 2009, 14479
166, 2016, 10
750, 2015, 1830
718, 2011, 875
803, 2006, 5
494, 2014, 677
725, 2007, 247
241, 2010, 115
637, 2011, 12366
501, 2011, 207
759, 2016, 1125
382, 2016, 370
568, 2006, 153
451, 2013, 754
548, 2008, 23
243, 2012, 197
331, 2010, 6
293, 2009, 6
388, 2014, 909
576, 2009, 15
652, 2010, 68
513, 2016, 1
450, 2014, 44
248, 2009, 1
417, 2007, 589
117, 2016, 1398
380, 2006, 126
405, 2008, 3180
437, 2013, 174
708, 2010, 159
596, 2011, 58
329, 2015, 20
301, 2013, 525
916, 2007, 1922
101, 2007, 25216
750, 2007, 1903
421, 2006, 4457
849, 2012, 10
122, 2008, 5
643, 2008, 27
265, 2012, 1
568, 2014, 132
760, 2008, 660
125, 2009, 1
323, 2013, 5
313, 2014, 1021
730, 2013, 35
393, 2006, 8
707, 2015, 1131
502, 2010, 84
398, 2007, 468
703, 2011, 19
904, 2012, 3
731, 2006, 68
291, 2011, 2
593, 2008, 1
223, 2010, 3547
531, 2012, 12
195, 2006, 5
619, 2015, 1
373, 2008, 2
424, 2009, 1
585, 2007, 1
341, 2009, 32
848, 2011, 55
263, 2014, 460
674, 2014, 8
264, 2011, 127
201, 2014, 143
711, 2012, 7
681, 2010, 830
705, 2013, 954
701, 2009, 10
594, 2009, 9
853, 2011, 15
366, 2006, 63
557, 2008, 3
509, 2011, 23
591, 2006, 4
214, 2008, 369
269, 2008, 2265
391, 2008, 140
781, 2009, 16
593, 2016, 2
185, 2011, 19
760, 2016, 697
371, 2014, 11
263, 2006, 199
563, 2015, 14
464, 2013, 25
887, 2010, 2
259, 2007, 11074
404, 2015, 1516
529, 2009, 2
510, 2013, 201
426, 2011, 2
489, 2012, 123
441, 2016, 4760
797, 2006, 2
261, 2016, 14
197, 2008, 88
447, 2010, 13
105, 2011, 1376
779, 2010, 162
662, 2009, 2
723, 2009, 221
201, 2006, 82
922, 2016, 813
888, 2015, 9
303, 2007, 276
644, 2009, 52
665, 2016, 123
706, 2016, 2
789, 2009, 12
748, 2006, 605
633, 2015, 13
754, 2011, 7
505, 2015, 100
266, 2009, 36
399, 2008, 811
283, 2016, 1
519, 2006, 17
415, 2013, 1145
826, 2015, 1
224, 2015, 1227
297, 2013, 4
357, 2006, 3842
659, 2011, 33
428, 2013, 88
466, 2007, 137
874, 2008, 7
663, 2010, 2
479, 2015, 29
183, 2013, 67
544, 2012, 116
307, 2011, 328
462, 2011, 951
434, 2016, 25
335, 2014, 170
864, 2009, 2
321, 2007, 16983
721, 2011, 3
365, 2007, 9
305, 2009, 362
268, 2007, 1
199, 2010, 91
438, 2012, 11751
349, 2009, 2193
478, 2008, 453
181, 2015, 103
512, 2007, 210
858, 2010, 20
674, 2006, 10
269, 2016, 3445
683, 2012, 120
422, 2015, 1254
610, 2016, 9
707, 2007, 550
739, 2014, 2858
706, 2008, 4
159, 2014, 141
115, 2014, 737
761, 2015, 18
880, 2015, 2
461, 2010, 314
514, 2009, 62
793, 2010, 2687
405, 2016, 1535
445, 2012, 4
476, 2010, 1
397, 2010, 7889
639, 2013, 18522
759, 2008, 1607
557, 2016, 2
889, 2016, 2
797, 2014, 3
168, 2010, 257
731, 2014, 22
407, 2014, 807
442, 2013, 72
104, 2012, 22
224, 2007, 1056
524, 2014, 2
380, 2014, 106
649, 2006, 315
922, 2008, 834
872, 2010, 1
425, 2010, 1
494, 2006, 453
811, 2013, 2
361, 2011, 230
905, 2011, 4334
379, 2014, 40
665, 2008, 12
313, 2006, 216
395, 2012, 38
511, 2014, 6280
661, 2012, 563
166, 2008, 12
687, 2016, 2
401, 2012, 458
762, 2014, 7
802, 2013, 43
388, 2006, 1446
327, 2009, 2
275, 2009, 1
413, 2011, 263
627, 2010, 2
450, 2006, 23
231, 2009, 386
744, 2010, 109
406, 2013, 527
916, 2015, 3251
347, 2015, 139
122, 2016, 1
204, 2009, 199
443, 2014, 740
273, 2007, 96
101, 2015, 32623
109, 2015, 12337
563, 2007, 13
878, 2012, 716
907, 2009, 52
345, 2013, 2
874, 2016, 5
333, 2012, 14993
669, 2012, 1
