117, 0, 4020
391, 0, 230
644, 1, 121
432, 2, 131
143, 1, 3
594, 1, 25
191, 2, 24
618, 0, 1
267, 2, 8402
424, 1, 925
502, 2, 267
107, 1, 10
331, 2, 9
652, 2, 179
780, 2, 11
529, 1, 12
382, 0, 1733
918, 1, 199
809, 0, 1428
341, 1, 130
548, 0, 59
285, 2, 2
706, 0, 44
627, 2, 3
922, 0, 5058
261, 0, 23
447, 2, 32
515, 2, 355
423, 0, 66
513, 0, 2
153, 0, 614
293, 1, 10
687, 0, 34
969, 1, 4
397, 2, 21893
375, 2, 108
696, 2, 56
724, 0, 197
403, 2, 1710
125, 1, 3
858, 2, 37
411, 1, 1447
595, 2, 1
829, 2, 8
111, 2, 151
418, 2, 470
198, 1, 14366
213, 1, 12247
663, 2, 5
205, 2, 8427
223, 2, 10585
110, 1, 215
892, 0, 15
155, 2, 356
248, 1, 7
327, 1, 11
197, 0, 479
789, 1, 93
241, 2, 106
405, 0, 18122
645, 2, 18
199, 2, 276
355, 0, 3
477, 1, 56
845, 0, 5
715, 0, 6
874, 0, 51
688, 1, 26
275, 1, 5
576, 1, 25
468, 1, 3
425, 2, 745
385, 1, 48
122, 0, 5
106, 2, 4038
168, 2, 937
441, 0, 31918
681, 2, 1963
662, 1, 5
402, 1, 344
788, 2, 91
520, 2, 35
166, 0, 73
373, 0, 40
779, 2, 196
363, 1, 68
887, 2, 4
708, 2, 423
889, 0, 9
384, 2, 2267
593, 0, 3
565, 1, 99
256, 2, 1047
827, 0, 2
204, 1, 610
490, 2, 2041
532, 1, 11
821, 2, 1
792, 1, 2224
187, 1, 45
697, 1, 5
461, 2, 958
533, 2, 4
701, 1, 22
433, 1, 4217
665, 0, 279
770, 1, 39
175, 0, 9220
760, 0, 2964
643, 0, 205
742, 0, 50
503, 1, 4943
266, 1, 125
399, 0, 3663
203, 0, 2509
283, 0, 8
907, 1, 170
733, 0, 4
258, 0, 26306
872, 2, 7
723, 1, 883
864, 1, 2
349, 1, 8273
521, 1, 1062
759, 0, 7406
338, 1, 46779
434, 0, 95
305, 1, 613
231, 1, 194
478, 0, 2710
455, 1, 345
491, 1, 31
781, 1, 128
584, 0, 6
843, 2, 2
410, 2, 108
557, 0, 32
786, 0, 1
269, 0, 9820
180, 0, 66
476, 2, 3
419, 1, 9906
793, 2, 9030
744, 2, 377
416, 0, 225
339, 2, 7922
514, 1, 207
498, 2, 2
812, 0, 116
766, 2, 10
214, 0, 2144
756, 1, 4
698, 0, 19
396, 1, 187
610, 0, 31
813, 0, 1
797, 1, 2
868, 2, 2
289, 1, 6
510, 2, 624
803, 1, 13
209, 1, 516
224, 0, 9734
271, 2, 92
159, 1, 269
494, 1, 1499
569, 2, 686
195, 1, 20
826, 0, 86
633, 0, 71
428, 2, 144
649, 1, 997
183, 2, 218
234, 1, 215
563, 0, 20
464, 2, 100
739, 1, 3045
398, 0, 2163
303, 0, 2380
422, 0, 2844
367, 2, 356
705, 2, 941
115, 1, 2763
749, 2, 3333
844, 0, 30
176, 2, 41
888, 0, 20
648, 2, 1
329, 0, 114
435, 0, 403
727, 2, 24
511, 1, 24787
259, 0, 50796
450, 1, 175
101, 0, 126494
393, 1, 15
301, 2, 959
811, 2, 3
862, 0, 48
406, 2, 710
344, 1, 23
347, 0, 710
479, 0, 131
775, 1, 6
585, 0, 4
731, 1, 218
357, 1, 14347
164, 1, 54
639, 2, 28796
366, 1, 569
380, 1, 414
605, 1, 17
519, 1, 76
674, 1, 25
561, 2, 1
638, 1, 79367
390, 0, 1038
839, 0, 1
748, 1, 3377
899, 2, 48
420, 2, 444
417, 0, 2503
177, 1, 341
505, 0, 309
916, 0, 13179
667, 1, 1
846, 2, 1
640, 2, 404
421, 1, 18716
664, 0, 2
273, 0, 853
537, 1, 12
268, 0, 935
323, 2, 15
414, 1, 507
263, 1, 1173
586, 1, 5
321, 0, 61744
404, 0, 2380
297, 2, 7
784, 1, 4
174, 0, 107
407, 1, 1146
876, 1, 1
121, 2, 1
570, 0, 261
389, 2, 1544
802, 2, 234
313, 1, 1492
587, 2, 9
415, 2, 1971
443, 1, 1252
201, 1, 362
429, 1, 6
383, 0, 37
818, 1, 16
691, 0, 9
808, 0, 173
365, 0, 51
847, 1, 861
880, 0, 59
281, 1, 1
524, 1, 62
507, 2, 303
379, 1, 212
371, 1, 41
437, 2, 89
796, 2, 1
568, 1, 857
381, 2, 10
641, 1, 9
762, 1, 45
392, 2, 746
750, 0, 6796
181, 0, 602
890, 1, 14
512, 0, 755
466, 0, 1073
619, 0, 9
707, 0, 3743
725, 0, 1071
761, 0, 160
442, 2, 256
591, 1, 14
730, 2, 12
114, 2, 2856
787, 0, 1
451, 2, 2105
109, 0, 40845
345, 2, 3
244, 2, 161
335, 1, 465
388, 1, 4317
407, 0, 4259
101, 1, 103030
335, 0, 1111
862, 1, 55
342, 2, 5
799, 2, 70
725, 1, 1029
234, 0, 416
347, 1, 114
479, 1, 76
585, 1, 10
414, 0, 1365
876, 0, 1
366, 0, 373
731, 0, 392
672, 2, 37
383, 1, 131
377, 2, 504
273, 1, 610
380, 0, 375
505, 1, 460
711, 2, 26
395, 2, 26
417, 1, 1930
661, 2, 1272
489, 2, 460
174, 1, 38
511, 0, 22534
664, 1, 3
393, 0, 95
625, 2, 160
649, 0, 1811
691, 1, 1
201, 0, 741
438, 2, 13634
313, 0, 3427
263, 0, 1386
916, 1, 9537
321, 1, 69404
404, 1, 2081
775, 0, 10
888, 1, 8
104, 2, 85
586, 0, 15
445, 2, 3
570, 1, 299
281, 0, 10
401, 2, 919
443, 0, 1826
683, 2, 257
115, 0, 2584
221, 2, 5145
435, 1, 149
553, 2, 3
164, 0, 91
224, 1, 3182
390, 1, 784
365, 1, 99
436, 0, 9
181, 1, 349
818, 0, 51
386, 2, 6384
904, 2, 30
764, 2, 95
563, 1, 48
707, 1, 3458
388, 0, 4446
371, 0, 91
761, 1, 161
412, 2, 1511
647, 2, 42
762, 0, 64
500, 2, 2003
633, 1, 35
398, 1, 1316
466, 1, 647
268, 1, 1204
531, 2, 34
289, 0, 10
113, 2, 10259
109, 1, 36224
568, 0, 697
519, 0, 185
619, 1, 2
537, 0, 41
641, 0, 19
890, 0, 18
544, 2, 225
429, 0, 20
746, 2, 5
524, 0, 52
849, 2, 24
360, 2, 116
344, 0, 43
588, 2, 1
591, 0, 26
880, 1, 29
674, 0, 59
409, 2, 201
265, 2, 9
333, 2, 6189
450, 0, 145
243, 2, 709
784, 0, 1
797, 0, 11
303, 1, 405
878, 2, 934
685, 0, 1
